pathway,gene,group,sample,norm_expr
TLR / cGAS-STING,TLR4,Free,Free_3,170.940585351402
TLR / cGAS-STING,TLR4,Free,Free_4,227.187333157443
TLR / cGAS-STING,TLR4,Pygo,Pygo_1,560.750725046765
TLR / cGAS-STING,TLR4,Pygo,Pygo_2,602.403942722251
TLR / cGAS-STING,TLR4,Pygo,Pygo_3,482.695658054634
TLR / cGAS-STING,TLR4,Pygo,Pygo_4,286.345065643664
TLR / cGAS-STING,TMEM173,Sacral,Sacral_1,273.700471044239
TLR / cGAS-STING,TMEM173,Sacral,Sacral_2,258.601636439783
TLR / cGAS-STING,TMEM173,Sacral,Sacral_3,179.255171541935
TLR / cGAS-STING,TMEM173,Sacral,Sacral_4,252.910809971297
TLR / cGAS-STING,TMEM173,Free,Free_1,262.6729844943
TLR / cGAS-STING,TMEM173,Free,Free_2,401.20085904886
TLR / cGAS-STING,TMEM173,Free,Free_3,561.981140076832
TLR / cGAS-STING,TMEM173,Free,Free_4,334.802385705705
TLR / cGAS-STING,TMEM173,Pygo,Pygo_1,378.305513069827
TLR / cGAS-STING,TMEM173,Pygo,Pygo_2,441.534708018014
TLR / cGAS-STING,TMEM173,Pygo,Pygo_3,333.850481267752
TLR / cGAS-STING,TMEM173,Pygo,Pygo_4,248.668083322129
TLR / cGAS-STING,TLR21,Sacral,Sacral_1,127.540695690683
TLR / cGAS-STING,TLR21,Sacral,Sacral_2,202.81002974432
TLR / cGAS-STING,TLR21,Sacral,Sacral_3,254.965430329832
TLR / cGAS-STING,TLR21,Sacral,Sacral_4,230.244275115379
TLR / cGAS-STING,TLR21,Free,Free_1,234.568056112193
TLR / cGAS-STING,TLR21,Free,Free_2,128.622780714178
TLR / cGAS-STING,TLR21,Free,Free_3,313.949702508131
TLR / cGAS-STING,TLR21,Free,Free_4,176.369113898541
TLR / cGAS-STING,TLR21,Pygo,Pygo_1,602.337501306214
TLR / cGAS-STING,TLR21,Pygo,Pygo_2,628.930252700078
TLR / cGAS-STING,TLR21,Pygo,Pygo_3,311.986218010922
TLR / cGAS-STING,TLR21,Pygo,Pygo_4,293.880462107971
TLR / cGAS-STING,IRF7,Sacral,Sacral_1,156.400269168136
TLR / cGAS-STING,IRF7,Sacral,Sacral_2,359.629680996434
TLR / cGAS-STING,IRF7,Sacral,Sacral_3,267.212678074934
TLR / cGAS-STING,IRF7,Sacral,Sacral_4,223.086422002984
TLR / cGAS-STING,IRF7,Free,Free_1,245.377643951465
TLR / cGAS-STING,IRF7,Free,Free_2,194.211880813461
TLR / cGAS-STING,IRF7,Free,Free_3,217.865451918454
TLR / cGAS-STING,IRF7,Free,Free_4,169.394064196339
TLR / cGAS-STING,IRF7,Pygo,Pygo_1,415.867762594491
TLR / cGAS-STING,IRF7,Pygo,Pygo_2,550.207010185238
TLR / cGAS-STING,IRF7,Pygo,Pygo_3,244.71156183606
TLR / cGAS-STING,IRF7,Pygo,Pygo_4,174.390603888246
TLR / cGAS-STING,TLR3,Sacral,Sacral_1,511.093736745874
TLR / cGAS-STING,TLR3,Sacral,Sacral_2,211.103376685538
TLR / cGAS-STING,TLR3,Sacral,Sacral_3,221.563845570466
TLR / cGAS-STING,TLR3,Sacral,Sacral_4,237.402128227774
TLR / cGAS-STING,TLR3,Free,Free_1,444.274060194062
TLR / cGAS-STING,TLR3,Free,Free_2,276.837110808661
TLR / cGAS-STING,TLR3,Free,Free_3,115.077648962055
TLR / cGAS-STING,TLR3,Free,Free_4,211.244362409552
TLR / cGAS-STING,TLR3,Pygo,Pygo_1,80.4905346957079
TLR / cGAS-STING,TLR3,Pygo,Pygo_2,109.527989585864
TLR / cGAS-STING,TLR3,Pygo,Pygo_3,109.321316284151
TLR / cGAS-STING,TLR3,Pygo,Pygo_4,63.5126273420157
TLR / cGAS-STING,TLR15,Sacral,Sacral_1,29.7905274605974
TLR / cGAS-STING,TLR15,Sacral,Sacral_2,101.78198518767
TLR / cGAS-STING,TLR15,Sacral,Sacral_3,99.0913681194545
TLR / cGAS-STING,TLR15,Sacral,Sacral_4,71.5785311239521
TLR / cGAS-STING,TLR15,Free,Free_1,25.9430108142518
TLR / cGAS-STING,TLR15,Free,Free_2,57.071035151324
TLR / cGAS-STING,TLR15,Free,Free_3,26.8142094668866
TLR / cGAS-STING,TLR15,Free,Free_4,21.9215847783497
TLR / cGAS-STING,TLR15,Pygo,Pygo_1,26.8301782319026
TLR / cGAS-STING,TLR15,Pygo,Pygo_2,53.0526199556528
TLR / cGAS-STING,TLR15,Pygo,Pygo_3,40.3647937049171
TLR / cGAS-STING,TLR15,Pygo,Pygo_4,39.8299527399081
Complement,SERPING1,Sacral,Sacral_1,3462.21786331131
Complement,SERPING1,Sacral,Sacral_2,1222.13776288306
Complement,SERPING1,Sacral,Sacral_3,1102.2522970591
Complement,SERPING1,Sacral,Sacral_4,1109.46723242126
Complement,SERPING1,Free,Free_1,2474.31465640927
Complement,SERPING1,Free,Free_2,4082.70852955666
Complement,SERPING1,Free,Free_3,2369.7057616361
Complement,SERPING1,Free,Free_4,3007.24285732088
Complement,SERPING1,Pygo,Pygo_1,1348.21645615311
Complement,SERPING1,Pygo,Pygo_2,1662.60065441667
Complement,SERPING1,Pygo,Pygo_3,1519.56629634969
Complement,SERPING1,Pygo,Pygo_4,1193.82209698806
Complement,C1S,Sacral,Sacral_1,308.145768420554
Complement,C1S,Sacral,Sacral_2,269.91074590508
Complement,C1S,Sacral,Sacral_3,313.974896738047
Complement,C1S,Sacral,Sacral_4,219.507495446786
Complement,C1S,Free,Free_1,4026.57147012867
Complement,C1S,Free,Free_2,4178.11085697379
Complement,C1S,Free,Free_3,1237.92267038793
Complement,C1S,Free,Free_4,3484.53554408586
Complement,C1S,Pygo,Pygo_1,266.960273407431
Complement,C1S,Pygo,Pygo_2,416.719772877466
Complement,C1S,Pygo,Pygo_3,451.58112957376
Complement,C1S,Pygo,Pygo_4,322.945562756012
Complement,C1R,Sacral,Sacral_1,924.437305261663
Complement,C1R,Sacral,Sacral_2,531.528144868943
Complement,C1R,Sacral,Sacral_3,705.886824581283
Complement,C1R,Sacral,Sacral_4,856.55642244996
Complement,C1R,Free,Free_1,2424.59055234862
Complement,C1R,Free,Free_2,3108.24189951017
Complement,C1R,Free,Free_3,1423.38761920056
Complement,C1R,Free,Free_4,2053.65391946267
Complement,C1R,Pygo,Pygo_1,617.09409933376
Complement,C1R,Pygo,Pygo_2,818.89285963806
Complement,C1R,Pygo,Pygo_3,727.407219890694
Complement,C1R,Pygo,Pygo_4,930.083220737314
Complement,C3,Sacral,Sacral_1,83.7858584829302
Complement,C3,Sacral,Sacral_2,432.007981574332
Complement,C3,Sacral,Sacral_3,424.200126443957
Complement,C3,Sacral,Sacral_4,465.260452305688
Complement,C3,Free,Free_1,1374.97957315535
Complement,C3,Free,Free_2,1161.86405890158
Complement,C3,Free,Free_3,268.142094668866
Complement,C3,Free,Free_4,674.586949770125
Complement,C3,Pygo,Pygo_1,1151.01464614862
Complement,C3,Pygo,Pygo_2,1472.63804747869
Complement,C3,Pygo,Pygo_3,959.504783693968
Complement,C3,Pygo,Pygo_4,908.55351655358
Complement,CFD,Sacral,Sacral_1,255.081391381365
Complement,CFD,Sacral,Sacral_2,199.040326589221
Complement,CFD,Sacral,Sacral_3,100.2047542781
Complement,CFD,Sacral,Sacral_4,83.5082863112774
Complement,CFD,Free,Free_1,1033.39659743436
Complement,CFD,Free,Free_2,1077.53521591679
Complement,CFD,Free,Free_3,842.413080751354
Complement,CFD,Free,Free_4,759.283981868295
Complement,CFD,Pygo,Pygo_1,429.282851710442
Complement,CFD,Pygo,Pygo_2,254.13916333595
Complement,CFD,Pygo,Pygo_3,169.868506841526
Complement,CFD,Pygo,Pygo_4,213.144071418968
Complement,C1QA,Sacral,Sacral_1,55.8572389886201
Complement,C1QA,Sacral,Sacral_2,354.352096579295
Complement,C1QA,Sacral,Sacral_3,268.326064233579
Complement,C1QA,Sacral,Sacral_4,288.700075533273
Complement,C1QA,Free,Free_1,425.897760867301
Complement,C1QA,Free,Free_2,407.163504512431
Complement,C1QA,Free,Free_3,227.920780468536
Complement,C1QA,Free,Free_4,348.752485110109
Complement,C1QA,Pygo,Pygo_1,810.271382603459
Complement,C1QA,Pygo,Pygo_2,895.904727315621
Complement,C1QA,Pygo,Pygo_3,412.057269071029
Complement,C1QA,Pygo,Pygo_4,370.310911960227
Complement,C4,Sacral,Sacral_1,300.698136555405
Complement,C4,Sacral,Sacral_2,288.005321049555
Complement,C4,Sacral,Sacral_3,290.59378740649
Complement,C4,Sacral,Sacral_4,223.086422002984
Complement,C4,Free,Free_1,261.592025710372
Complement,C4,Free,Free_2,178.027557412339
Complement,C4,Free,Free_3,355.288275436248
Complement,C4,Free,Free_4,163.41545016588
Complement,C4,Pygo,Pygo_1,669.41294688597
Complement,C4,Pygo,Pygo_2,694.818183935324
Complement,C4,Pygo,Pygo_3,501.196188502721
Complement,C4,Pygo,Pygo_4,277.73318397017
Complement,C1QC,Sacral,Sacral_1,132.195465606401
Complement,C1QC,Sacral,Sacral_2,241.261001926329
Complement,C1QC,Sacral,Sacral_3,233.811093315567
Complement,C1QC,Sacral,Sacral_4,325.682316613982
Complement,C1QC,Free,Free_1,384.821327078069
Complement,C1QC,Free,Free_2,269.170852355498
Complement,C1QC,Free,Free_3,187.699466268206
Complement,C1QC,Free,Free_4,305.905751225153
Complement,C1QC,Pygo,Pygo_1,469.528119058296
Complement,C1QC,Pygo,Pygo_2,621.229065932322
Complement,C1QC,Pygo,Pygo_3,376.738074579227
Complement,C1QC,Pygo,Pygo_4,232.520805184329
Complement,C1QB,Sacral,Sacral_1,29.7905274605974
Complement,C1QB,Sacral,Sacral_2,176.422107658628
Complement,C1QB,Sacral,Sacral_3,170.34808227277
Complement,C1QB,Sacral,Sacral_4,131.227307060579
Complement,C1QB,Free,Free_1,285.37311895677
Complement,C1QB,Free,Free_2,195.063687308257
Complement,C1QB,Free,Free_3,196.637536090502
Complement,C1QB,Free,Free_4,183.344163600743
Complement,C1QB,Pygo,Pygo_1,360.86589721909
Complement,C1QB,Pygo,Pygo_2,432.977833831618
Complement,C1QB,Pygo,Pygo_3,337.214214076495
Complement,C1QB,Pygo,Pygo_4,179.77302993418
Complement,C5,Sacral,Sacral_1,1304.26653038428
Complement,C5,Sacral,Sacral_2,88.2110538293139
Complement,C5,Sacral,Sacral_3,72.3701003119612
Complement,C5,Sacral,Sacral_4,91.8591149424052
Complement,C5,Free,Free_1,48.6431452767222
Complement,C5,Free,Free_2,67.2927130888746
Complement,C5,Free,Free_3,58.097453844921
Complement,C5,Free,Free_4,45.8360409001858
Complement,C5,Pygo,Pygo_1,87.1980792536835
Complement,C5,Pygo,Pygo_2,72.7334305843627
Complement,C5,Pygo,Pygo_3,75.6839881967196
Complement,C5,Pygo,Pygo_4,78.5834202706296
Heterophil / Myeloid,MMP9,Sacral,Sacral_1,20518.2257884865
Heterophil / Myeloid,MMP9,Sacral,Sacral_2,29238.571611578
Heterophil / Myeloid,MMP9,Sacral,Sacral_3,34820.0387254811
Heterophil / Myeloid,MMP9,Sacral,Sacral_4,34661.9036967738
Heterophil / Myeloid,MMP9,Free,Free_1,6454.40489882907
Heterophil / Myeloid,MMP9,Free,Free_2,5189.2051662965
Heterophil / Myeloid,MMP9,Free,Free_3,64152.9961495262
Heterophil / Myeloid,MMP9,Free,Free_4,4788.86983839767
Heterophil / Myeloid,MMP9,Pygo,Pygo_1,55525.0538509225
Heterophil / Myeloid,MMP9,Pygo,Pygo_2,57414.0587284587
Heterophil / Myeloid,MMP9,Pygo,Pygo_3,36681.5062793434
Heterophil / Myeloid,MMP9,Pygo,Pygo_4,26635.4735309067
Heterophil / Myeloid,CSF1R,Sacral,Sacral_1,2000.62010977574
Heterophil / Myeloid,CSF1R,Sacral,Sacral_2,6973.95083693294
Heterophil / Myeloid,CSF1R,Sacral,Sacral_3,9023.99481582224
Heterophil / Myeloid,CSF1R,Sacral,Sacral_4,7731.67433690556
Heterophil / Myeloid,CSF1R,Free,Free_1,4711.89933913849
Heterophil / Myeloid,CSF1R,Free,Free_2,5247.12800794263
Heterophil / Myeloid,CSF1R,Free,Free_3,8304.58412364034
Heterophil / Myeloid,CSF1R,Free,Free_4,2955.42820239024
Heterophil / Myeloid,CSF1R,Pygo,Pygo_1,13806.8097181371
Heterophil / Myeloid,CSF1R,Pygo,Pygo_2,14077.7694114581
Heterophil / Myeloid,CSF1R,Pygo,Pygo_3,8876.89088227303
Heterophil / Myeloid,CSF1R,Pygo,Pygo_4,5536.36343084723
Heterophil / Myeloid,ITGB2,Sacral,Sacral_1,560.434297852489
Heterophil / Myeloid,ITGB2,Sacral,Sacral_2,2509.11442003382
Heterophil / Myeloid,ITGB2,Sacral,Sacral_3,2460.58341060668
Heterophil / Myeloid,ITGB2,Sacral,Sacral_4,2439.63493580803
Heterophil / Myeloid,ITGB2,Free,Free_1,1155.54494001813
Heterophil / Myeloid,ITGB2,Free,Free_2,1109.05205622424
Heterophil / Myeloid,ITGB2,Free,Free_3,1010.0018899194
Heterophil / Myeloid,ITGB2,Free,Free_4,786.18774500536
Heterophil / Myeloid,ITGB2,Pygo,Pygo_1,4971.63202637156
Heterophil / Myeloid,ITGB2,Pygo,Pygo_2,5414.78998515115
Heterophil / Myeloid,ITGB2,Pygo,Pygo_3,3618.53556900538
Heterophil / Myeloid,ITGB2,Pygo,Pygo_4,2023.79219327101
Heterophil / Myeloid,CSF3R,Sacral,Sacral_1,154.538361201849
Heterophil / Myeloid,CSF3R,Sacral,Sacral_2,1009.52650493548
Heterophil / Myeloid,CSF3R,Sacral,Sacral_3,1018.74833516068
Heterophil / Myeloid,CSF3R,Sacral,Sacral_4,1182.23873906394
Heterophil / Myeloid,CSF3R,Free,Free_1,276.725448685353
Heterophil / Myeloid,CSF3R,Free,Free_2,283.651562767028
Heterophil / Myeloid,CSF3R,Free,Free_3,424.558316559038
Heterophil / Myeloid,CSF3R,Free,Free_4,199.287134348634
Heterophil / Myeloid,CSF3R,Pygo,Pygo_1,2935.22149857015
Heterophil / Myeloid,CSF3R,Pygo,Pygo_2,4017.45243051274
Heterophil / Myeloid,CSF3R,Pygo,Pygo_3,2281.45177753
Heterophil / Myeloid,CSF3R,Pygo,Pygo_4,938.695102410808
Heterophil / Myeloid,SPI1,Sacral,Sacral_1,317.455308251991
Heterophil / Myeloid,SPI1,Sacral,Sacral_2,1501.8497369914
Heterophil / Myeloid,SPI1,Sacral,Sacral_3,1601.04929613231
Heterophil / Myeloid,SPI1,Sacral,Sacral_4,1590.23636647047
Heterophil / Myeloid,SPI1,Free,Free_1,749.104437261521
Heterophil / Myeloid,SPI1,Free,Free_2,619.263321716605
Heterophil / Myeloid,SPI1,Free,Free_3,646.89280338864
Heterophil / Myeloid,SPI1,Free,Free_4,458.360409001858
Heterophil / Myeloid,SPI1,Pygo,Pygo_1,1532.00317704164
Heterophil / Myeloid,SPI1,Pygo,Pygo_2,2064.77374117726
Heterophil / Myeloid,SPI1,Pygo,Pygo_3,1438.83670893986
Heterophil / Myeloid,SPI1,Pygo,Pygo_4,934.389161574061
Heterophil / Myeloid,LYZ,Sacral,Sacral_1,58.6501009380512
Heterophil / Myeloid,LYZ,Sacral,Sacral_2,1141.46611536394
Heterophil / Myeloid,LYZ,Sacral,Sacral_3,982.006591925381
Heterophil / Myeloid,LYZ,Sacral,Sacral_4,885.187834899541
Heterophil / Myeloid,LYZ,Free,Free_1,51.8860216285036
Heterophil / Myeloid,LYZ,Free,Free_2,149.917943084075
Heterophil / Myeloid,LYZ,Free,Free_3,113.960390234268
Heterophil / Myeloid,LYZ,Free,Free_4,80.7112894111967
Heterophil / Myeloid,LYZ,Pygo,Pygo_1,1431.390008672
Heterophil / Myeloid,LYZ,Pygo,Pygo_2,2316.34584225729
Heterophil / Myeloid,LYZ,Pygo,Pygo_3,1441.35950854642
Heterophil / Myeloid,LYZ,Pygo,Pygo_4,960.224806594542
Heterophil / Myeloid,CYBB,Sacral,Sacral_1,219.705140021906
Heterophil / Myeloid,CYBB,Sacral,Sacral_2,876.832953876
Heterophil / Myeloid,CYBB,Sacral,Sacral_3,976.439661132153
Heterophil / Myeloid,CYBB,Sacral,Sacral_4,838.661789668972
Heterophil / Myeloid,CYBB,Free,Free_1,344.825852072764
Heterophil / Myeloid,CYBB,Free,Free_2,391.830987606105
Heterophil / Myeloid,CYBB,Free,Free_3,233.507074107471
Heterophil / Myeloid,CYBB,Free,Free_4,273.023374057628
Heterophil / Myeloid,CYBB,Pygo,Pygo_1,1341.50891159513
Heterophil / Myeloid,CYBB,Pygo,Pygo_2,1559.06247676128
Heterophil / Myeloid,CYBB,Pygo,Pygo_3,884.661728699434
Heterophil / Myeloid,CYBB,Pygo,Pygo_4,626.514391746663
Heterophil / Myeloid,TLR4,Sacral,Sacral_1,99.6120761963726
Heterophil / Myeloid,TLR4,Sacral,Sacral_2,360.383621627453
Heterophil / Myeloid,TLR4,Sacral,Sacral_3,466.508800472488
Heterophil / Myeloid,TLR4,Sacral,Sacral_4,375.787288400748
Heterophil / Myeloid,TLR4,Free,Free_1,281.049283821061
Heterophil / Myeloid,TLR4,Free,Free_2,335.611758949577
Heterophil / Myeloid,TLR4,Free,Free_3,170.940585351402
Heterophil / Myeloid,TLR4,Free,Free_4,227.187333157443
Heterophil / Myeloid,TLR4,Pygo,Pygo_1,560.750725046765
Heterophil / Myeloid,TLR4,Pygo,Pygo_2,602.403942722251
Heterophil / Myeloid,TLR4,Pygo,Pygo_3,482.695658054634
Heterophil / Myeloid,TLR4,Pygo,Pygo_4,286.345065643664
Heterophil / Myeloid,TLR21,Sacral,Sacral_1,127.540695690683
Heterophil / Myeloid,TLR21,Sacral,Sacral_2,202.81002974432
Heterophil / Myeloid,TLR21,Sacral,Sacral_3,254.965430329832
Heterophil / Myeloid,TLR21,Sacral,Sacral_4,230.244275115379
Heterophil / Myeloid,TLR21,Free,Free_1,234.568056112193
Heterophil / Myeloid,TLR21,Free,Free_2,128.622780714178
Heterophil / Myeloid,TLR21,Free,Free_3,313.949702508131
Heterophil / Myeloid,TLR21,Free,Free_4,176.369113898541
Heterophil / Myeloid,TLR21,Pygo,Pygo_1,602.337501306214
Heterophil / Myeloid,TLR21,Pygo,Pygo_2,628.930252700078
Heterophil / Myeloid,TLR21,Pygo,Pygo_3,311.986218010922
Heterophil / Myeloid,TLR21,Pygo,Pygo_4,293.880462107971
Heterophil / Myeloid,NCF2,Sacral,Sacral_1,48.4096071234708
Heterophil / Myeloid,NCF2,Sacral,Sacral_2,183.207573337806
Heterophil / Myeloid,NCF2,Sacral,Sacral_3,112.452002023201
Heterophil / Myeloid,NCF2,Sacral,Sacral_4,75.1574576801497
Heterophil / Myeloid,NCF2,Free,Free_1,72.4242385231197
Heterophil / Myeloid,NCF2,Free,Free_2,68.1445195836705
Heterophil / Myeloid,NCF2,Free,Free_3,68.1527823950035
Heterophil / Myeloid,NCF2,Free,Free_4,38.8609911979836
Heterophil / Myeloid,NCF2,Pygo,Pygo_1,328.669683340807
Heterophil / Myeloid,NCF2,Pygo,Pygo_2,409.87427352835
Heterophil / Myeloid,NCF2,Pygo,Pygo_3,270.780491103819
Heterophil / Myeloid,NCF2,Pygo,Pygo_4,179.77302993418
Heterophil / Myeloid,FCER1G,Sacral,Sacral_1,37.2381593257468
Heterophil / Myeloid,FCER1G,Sacral,Sacral_2,90.4728757223732
Heterophil / Myeloid,FCER1G,Sacral,Sacral_3,102.431526595391
Heterophil / Myeloid,FCER1G,Sacral,Sacral_4,102.595894610998
Heterophil / Myeloid,FCER1G,Free,Free_1,47.562186492795
Heterophil / Myeloid,FCER1G,Free,Free_2,49.4047766981611
Heterophil / Myeloid,FCER1G,Free,Free_3,60.3319713004949
Heterophil / Myeloid,FCER1G,Free,Free_4,41.8502982132131
Heterophil / Myeloid,FCER1G,Pygo,Pygo_1,144.882962452274
Heterophil / Myeloid,FCER1G,Pygo,Pygo_2,199.375168543018
Heterophil / Myeloid,FCER1G,Pygo,Pygo_3,92.5026522404351
Heterophil / Myeloid,FCER1G,Pygo,Pygo_4,36.600497112348
Heterophil / Myeloid,TLR15,Sacral,Sacral_1,29.7905274605974
Heterophil / Myeloid,TLR15,Sacral,Sacral_2,101.78198518767
Heterophil / Myeloid,TLR15,Sacral,Sacral_3,99.0913681194545
Heterophil / Myeloid,TLR15,Sacral,Sacral_4,71.5785311239521
Heterophil / Myeloid,TLR15,Free,Free_1,25.9430108142518
Heterophil / Myeloid,TLR15,Free,Free_2,57.071035151324
Heterophil / Myeloid,TLR15,Free,Free_3,26.8142094668866
Heterophil / Myeloid,TLR15,Free,Free_4,21.9215847783497
Heterophil / Myeloid,TLR15,Pygo,Pygo_1,26.8301782319026
Heterophil / Myeloid,TLR15,Pygo,Pygo_2,53.0526199556528
Heterophil / Myeloid,TLR15,Pygo,Pygo_3,40.3647937049171
Heterophil / Myeloid,TLR15,Pygo,Pygo_4,39.8299527399081
Heterophil / Myeloid,IL6,Sacral,Sacral_1,11.171447797724
Heterophil / Myeloid,IL6,Sacral,Sacral_2,0.0
Heterophil / Myeloid,IL6,Sacral,Sacral_3,14.4740200623922
Heterophil / Myeloid,IL6,Sacral,Sacral_4,2.38595103746507
Heterophil / Myeloid,IL6,Free,Free_1,27.023969598179
Heterophil / Myeloid,IL6,Free,Free_2,6.81445195836705
Heterophil / Myeloid,IL6,Free,Free_3,2.23451745557388
Heterophil / Myeloid,IL6,Free,Free_4,10.9607923891749
Heterophil / Myeloid,IL6,Pygo,Pygo_1,0.0
Heterophil / Myeloid,IL6,Pygo,Pygo_2,3.42274967455825
Heterophil / Myeloid,IL6,Pygo,Pygo_3,5.04559921311464
Heterophil / Myeloid,IL6,Pygo,Pygo_4,0.0
Angiogenesis,MMP2,Sacral,Sacral_1,47341.802904805
Angiogenesis,MMP2,Sacral,Sacral_2,43025.8839310366
Angiogenesis,MMP2,Sacral,Sacral_3,48523.5955660906
Angiogenesis,MMP2,Sacral,Sacral_4,51960.0487183955
Angiogenesis,MMP2,Free,Free_1,34817.6824302938
Angiogenesis,MMP2,Free,Free_2,52132.2610944975
Angiogenesis,MMP2,Free,Free_3,44140.6578174065
Angiogenesis,MMP2,Free,Free_4,43573.135489657
Angiogenesis,MMP2,Pygo,Pygo_1,20113.2431115458
Angiogenesis,MMP2,Pygo,Pygo_2,21170.5624245614
Angiogenesis,MMP2,Pygo,Pygo_3,31714.1138540321
Angiogenesis,MMP2,Pygo,Pygo_4,33889.9073556159
Angiogenesis,HIF1A,Sacral,Sacral_1,24579.0470629592
Angiogenesis,HIF1A,Sacral,Sacral_2,25864.6872877645
Angiogenesis,HIF1A,Sacral,Sacral_3,31754.8866307299
Angiogenesis,HIF1A,Sacral,Sacral_4,34570.0445818314
Angiogenesis,HIF1A,Free,Free_1,23807.0362572117
Angiogenesis,HIF1A,Free,Free_2,32490.4551309993
Angiogenesis,HIF1A,Free,Free_3,23223.3399157794
Angiogenesis,HIF1A,Free,Free_4,29327.094690745
Angiogenesis,HIF1A,Pygo,Pygo_1,13562.6550962268
Angiogenesis,HIF1A,Pygo,Pygo_2,15241.5043008079
Angiogenesis,HIF1A,Pygo,Pygo_3,16644.590870863
Angiogenesis,HIF1A,Pygo,Pygo_4,26456.7769861817
Angiogenesis,NOTCH1,Sacral,Sacral_1,3640.03007409175
Angiogenesis,NOTCH1,Sacral,Sacral_2,4709.86712198055
Angiogenesis,NOTCH1,Sacral,Sacral_3,3836.72870269259
Angiogenesis,NOTCH1,Sacral,Sacral_4,4118.15149066471
Angiogenesis,NOTCH1,Free,Free_1,5972.29728119755
Angiogenesis,NOTCH1,Free,Free_2,6121.93327809799
Angiogenesis,NOTCH1,Free,Free_3,6415.29961495262
Angiogenesis,NOTCH1,Free,Free_4,6208.79067063169
Angiogenesis,NOTCH1,Pygo,Pygo_1,6015.32595959257
Angiogenesis,NOTCH1,Pygo,Pygo_2,6692.33130118001
Angiogenesis,NOTCH1,Pygo,Pygo_3,4386.307582601
Angiogenesis,NOTCH1,Pygo,Pygo_4,3648.20837393375
Angiogenesis,PECAM1,Sacral,Sacral_1,1893.56040171422
Angiogenesis,PECAM1,Sacral,Sacral_2,2546.81145158481
Angiogenesis,PECAM1,Sacral,Sacral_3,1838.20054792381
Angiogenesis,PECAM1,Sacral,Sacral_4,1523.42973742145
Angiogenesis,PECAM1,Free,Free_1,12595.3317503193
Angiogenesis,PECAM1,Free,Free_2,11794.1127269438
Angiogenesis,PECAM1,Free,Free_3,5709.19209899127
Angiogenesis,PECAM1,Free,Free_4,10381.8632638921
Angiogenesis,PECAM1,Pygo,Pygo_1,1899.57661881871
Angiogenesis,PECAM1,Pygo,Pygo_2,1381.07949368425
Angiogenesis,PECAM1,Pygo,Pygo_3,2148.58433158465
Angiogenesis,PECAM1,Pygo,Pygo_4,2672.91277441059
Angiogenesis,KLF2,Sacral,Sacral_1,2436.30657388698
Angiogenesis,KLF2,Sacral,Sacral_2,3371.62250192044
Angiogenesis,KLF2,Sacral,Sacral_3,2312.50305150682
Angiogenesis,KLF2,Sacral,Sacral_4,2907.28133915119
Angiogenesis,KLF2,Free,Free_1,3165.04731933872
Angiogenesis,KLF2,Free,Free_2,5606.59034874649
Angiogenesis,KLF2,Free,Free_3,5284.63378243224
Angiogenesis,KLF2,Free,Free_4,2594.71848921921
Angiogenesis,KLF2,Pygo,Pygo_1,2704.48196577578
Angiogenesis,KLF2,Pygo,Pygo_2,2480.63782663609
Angiogenesis,KLF2,Pygo,Pygo_3,4159.25561801084
Angiogenesis,KLF2,Pygo,Pygo_4,4716.08170144696
Angiogenesis,CDH5,Sacral,Sacral_1,1196.27586833961
Angiogenesis,CDH5,Sacral,Sacral_2,2028.1002974432
Angiogenesis,CDH5,Sacral,Sacral_3,2057.53762117699
Angiogenesis,CDH5,Sacral,Sacral_4,1677.32357933794
Angiogenesis,CDH5,Free,Free_1,6663.02994412701
Angiogenesis,CDH5,Free,Free_2,5531.63137720445
Angiogenesis,CDH5,Free,Free_3,3791.97612210888
Angiogenesis,CDH5,Free,Free_4,4335.49160775453
Angiogenesis,CDH5,Pygo,Pygo_1,1223.45612737476
Angiogenesis,CDH5,Pygo,Pygo_2,1403.32736656888
Angiogenesis,CDH5,Pygo,Pygo_3,1106.66809407648
Angiogenesis,CDH5,Pygo,Pygo_4,982.830995987463
Angiogenesis,KDR,Sacral,Sacral_1,1508.14545269274
Angiogenesis,KDR,Sacral,Sacral_2,1153.52916546026
Angiogenesis,KDR,Sacral,Sacral_3,1071.07748461703
Angiogenesis,KDR,Sacral,Sacral_4,900.696516643064
Angiogenesis,KDR,Free,Free_1,3033.17034769961
Angiogenesis,KDR,Free,Free_2,2954.06492395211
Angiogenesis,KDR,Free,Free_3,3055.70262049729
Angiogenesis,KDR,Free,Free_4,3329.09157929393
Angiogenesis,KDR,Pygo,Pygo_1,1336.14287594875
Angiogenesis,KDR,Pygo,Pygo_2,1480.33923424644
Angiogenesis,KDR,Pygo,Pygo_3,906.525991956264
Angiogenesis,KDR,Pygo,Pygo_4,1019.43149309981
Angiogenesis,VEGFA,Sacral,Sacral_1,1714.81723695064
Angiogenesis,VEGFA,Sacral,Sacral_2,1638.31299120598
Angiogenesis,VEGFA,Sacral,Sacral_3,1269.26022085593
Angiogenesis,VEGFA,Sacral,Sacral_4,1543.7103212399
Angiogenesis,VEGFA,Free,Free_1,2100.30291717047
Angiogenesis,VEGFA,Free,Free_2,1770.90570268064
Angiogenesis,VEGFA,Free,Free_3,2718.29048470563
Angiogenesis,VEGFA,Free,Free_4,3654.92604395394
Angiogenesis,VEGFA,Pygo,Pygo_1,1216.74858281678
